,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Aston Villa_West Ham_2010,1,1,2010-08-14,2010,1,37,3,0,H,2,0,H,M Dean,23,12,11,2,15,15,16,7,1,2,0,0
1,Blackburn_Everton_2010,1,1,2010-08-14,2010,3,14,1,0,H,1,0,H,P Dowd,7,17,2,12,19,14,1,3,2,1,0,0
2,Bolton_Fulham_2010,1,1,2010-08-14,2010,5,15,0,0,D,0,0,D,S Attwell,13,12,9,7,12,13,4,8,1,3,0,0
3,Chelsea_West Brom_2010,1,1,2010-08-14,2010,11,36,6,0,H,2,0,H,M Clattenburg,18,10,13,4,10,10,3,1,1,0,0,0
4,Sunderland_Birmingham_2010,1,1,2010-08-14,2010,32,2,2,2,D,1,0,H,A Taylor,6,13,2,7,13,10,3,6,3,3,1,0
5,Tottenham_Man City_2010,1,1,2010-08-14,2010,34,21,0,0,D,0,0,D,A Marriner,22,11,18,7,13,16,10,3,0,2,0,0
6,Wigan_Blackpool_2010,1,1,2010-08-14,2010,38,4,0,4,A,0,3,A,M Halsey,11,9,6,7,8,11,6,4,1,1,0,0
7,Wolves_Stoke_2010,1,1,2010-08-14,2010,39,31,2,1,H,2,0,H,L Probert,13,10,7,6,17,13,5,5,0,2,0,0
8,Liverpool_Arsenal_2010,1,1,2010-08-15,2010,20,0,1,1,D,0,0,D,M Atkinson,7,14,4,7,13,15,9,11,1,3,1,1
9,Man United_Newcastle_2010,1,1,2010-08-16,2010,22,24,3,0,H,2,0,H,C Foy,18,7,10,3,9,5,5,3,2,2,0,0
10,Wigan_Chelsea_2010,2,2,2010-08-21,2010,38,11,0,6,A,0,1,A,M Dean,17,10,12,8,12,7,0,0,1,2,0,0
11,West Ham_Bolton_2010,2,2,2010-08-21,2010,37,5,1,3,A,0,0,D,A Marriner,17,12,10,8,11,18,8,5,2,4,0,0
12,West Brom_Sunderland_2010,2,2,2010-08-21,2010,36,32,1,0,H,0,0,D,K Friend,11,10,5,4,16,12,4,6,2,2,0,0
13,Birmingham_Blackburn_2010,2,2,2010-08-21,2010,2,3,2,1,H,0,0,D,M Oliver,10,7,7,2,13,14,4,12,2,3,0,0
14,Everton_Wolves_2010,2,2,2010-08-21,2010,14,39,1,1,D,1,0,H,L Mason,14,9,6,4,18,15,3,3,1,2,0,0
15,Arsenal_Blackpool_2010,2,2,2010-08-21,2010,0,4,6,0,H,3,0,H,M Jones,26,3,16,1,9,3,8,2,0,0,0,1
16,Stoke_Tottenham_2010,2,2,2010-08-21,2010,31,34,1,2,A,1,2,A,C Foy,15,7,10,6,15,4,6,2,3,1,0,0
17,Fulham_Man United_2010,2,2,2010-08-22,2010,15,22,2,2,D,0,1,A,P Walton,16,14,8,7,7,6,5,11,2,2,0,0
18,Newcastle_Aston Villa_2010,2,2,2010-08-22,2010,24,1,6,0,H,3,0,H,M Atkinson,20,3,14,1,15,12,10,2,3,1,0,0
19,Man City_Liverpool_2010,2,2,2010-08-23,2010,21,20,3,0,H,1,0,H,P Dowd,8,13,3,7,13,12,5,4,1,1,0,0
20,Tottenham_Wigan_2010,3,3,2010-08-28,2010,34,38,0,1,A,0,0,D,P Dowd,12,13,7,5,10,11,16,7,3,2,0,0
21,Wolves_Newcastle_2010,3,3,2010-08-28,2010,39,24,1,1,D,1,0,H,S Attwell,5,11,2,6,20,17,5,3,7,4,0,0
22,Man United_West Ham_2010,3,3,2010-08-28,2010,22,37,3,0,H,1,0,H,M Clattenburg,18,7,11,2,6,11,9,3,1,2,0,0
23,Blackpool_Fulham_2010,3,3,2010-08-28,2010,4,15,2,2,D,0,1,A,M Oliver,14,12,5,7,13,16,4,5,1,0,0,0
24,Blackburn_Arsenal_2010,3,3,2010-08-28,2010,3,0,1,2,A,1,1,D,C Foy,15,14,7,9,9,7,4,8,1,0,0,0
25,Chelsea_Stoke_2010,3,3,2010-08-28,2010,11,31,2,0,H,1,0,H,M Atkinson,15,9,6,3,5,10,6,1,0,2,0,0
26,Aston Villa_Everton_2010,3,3,2010-08-29,2010,1,14,1,0,H,1,0,H,M Jones,12,15,6,9,19,10,4,16,4,0,0,0
27,Bolton_Birmingham_2010,3,3,2010-08-29,2010,5,2,2,2,D,0,1,A,K Friend,11,9,8,5,19,17,6,1,2,3,1,0
28,Liverpool_West Brom_2010,3,3,2010-08-29,2010,20,36,1,0,H,0,0,D,L Probert,11,14,7,5,9,8,7,6,0,0,0,1
29,Sunderland_Man City_2010,3,3,2010-08-29,2010,32,21,1,0,H,0,0,D,M Dean,12,9,4,7,5,9,3,7,0,3,0,0
30,Man City_Blackburn_2010,4,4,2010-09-11,2010,21,3,1,1,D,0,1,A,M Clattenburg,20,4,14,2,12,10,14,2,2,1,0,0
31,Arsenal_Bolton_2010,4,4,2010-09-11,2010,0,5,4,1,H,1,1,D,S Attwell,23,7,14,6,11,11,9,6,2,2,0,1
32,Everton_Man United_2010,4,4,2010-09-11,2010,14,22,3,3,D,1,1,D,M Atkinson,23,13,14,8,11,18,7,5,1,1,0,0
33,Fulham_Wolves_2010,4,4,2010-09-11,2010,15,39,2,1,H,0,1,A,P Dowd,13,4,6,2,9,17,6,6,3,6,0,1
34,Newcastle_Blackpool_2010,4,4,2010-09-11,2010,24,4,0,2,A,0,1,A,L Mason,16,7,13,4,15,14,3,2,2,3,0,0
35,West Brom_Tottenham_2010,4,4,2010-09-11,2010,36,34,1,1,D,1,1,D,H Webb,15,16,8,9,12,9,9,4,2,1,0,0
36,West Ham_Chelsea_2010,4,4,2010-09-11,2010,37,11,1,3,A,0,2,A,C Foy,13,17,7,9,13,10,1,5,2,2,0,0
37,Wigan_Sunderland_2010,4,4,2010-09-11,2010,38,32,1,1,D,0,0,D,A Marriner,17,4,4,2,19,11,5,1,4,2,0,1
38,Birmingham_Liverpool_2010,4,4,2010-09-12,2010,2,20,0,0,D,0,0,D,M Halsey,15,14,3,8,8,9,4,3,1,0,0,0
39,Stoke_Aston Villa_2010,4,4,2010-09-13,2010,31,1,2,1,H,0,1,A,L Probert,20,10,12,6,11,14,8,7,1,2,0,0
40,Sunderland_Arsenal_2010,5,5,2010-09-18,2010,32,0,1,1,D,0,1,A,P Dowd,16,16,5,7,11,13,11,3,2,2,0,1
41,West Brom_Birmingham_2010,5,5,2010-09-18,2010,36,2,3,1,H,0,1,A,C Foy,16,6,10,3,11,8,5,0,1,1,0,0
42,Stoke_West Ham_2010,5,5,2010-09-18,2010,31,37,1,1,D,0,1,A,L Mason,9,13,3,6,14,8,6,3,3,2,0,0
43,Tottenham_Wolves_2010,5,5,2010-09-18,2010,34,39,3,1,H,0,1,A,M Jones,20,5,11,2,7,11,5,4,3,3,0,0
44,Blackburn_Fulham_2010,5,5,2010-09-18,2010,3,15,1,1,D,1,0,H,A Taylor,9,9,5,4,15,10,3,3,0,1,0,0
45,Aston Villa_Bolton_2010,5,5,2010-09-18,2010,1,5,1,1,D,1,1,D,M Dean,13,13,6,7,15,8,8,4,1,2,0,0
46,Everton_Newcastle_2010,5,5,2010-09-18,2010,14,24,0,1,A,0,1,A,A Marriner,6,9,3,4,15,21,3,6,2,3,0,0
47,Chelsea_Blackpool_2010,5,5,2010-09-19,2010,11,4,4,0,H,4,0,H,M Clattenburg,27,11,15,4,7,4,9,6,1,2,0,0
48,Man United_Liverpool_2010,5,5,2010-09-19,2010,22,20,3,2,H,1,0,H,H Webb,16,7,7,1,15,10,6,1,4,1,0,0
49,Wigan_Man City_2010,5,5,2010-09-19,2010,38,21,0,2,A,0,1,A,L Probert,9,11,3,5,10,14,3,1,1,2,0,0
50,West Ham_Tottenham_2010,6,6,2010-09-25,2010,37,34,1,0,H,1,0,H,M Atkinson,22,17,15,11,10,11,14,7,2,0,0,0
51,Liverpool_Sunderland_2010,6,6,2010-09-25,2010,20,32,2,2,D,1,1,D,S Attwell,13,10,5,1,15,7,3,3,3,1,0,0
52,Fulham_Everton_2010,6,6,2010-09-25,2010,15,14,0,0,D,0,0,D,H Webb,12,15,2,7,15,13,4,5,2,1,0,0
53,Man City_Chelsea_2010,6,6,2010-09-25,2010,21,11,1,0,H,0,0,D,A Marriner,8,15,6,4,10,12,3,4,2,3,0,0
54,Birmingham_Wigan_2010,6,6,2010-09-25,2010,2,38,0,0,D,0,0,D,M Clattenburg,10,17,4,10,12,18,3,7,2,3,1,0
55,Arsenal_West Brom_2010,6,6,2010-09-25,2010,0,36,2,3,A,0,0,D,M Oliver,24,7,12,5,15,14,16,4,4,3,0,0
56,Blackpool_Blackburn_2010,6,6,2010-09-25,2010,4,3,1,2,A,0,1,A,M Dean,11,13,8,8,12,11,8,8,2,1,0,0
57,Newcastle_Stoke_2010,6,6,2010-09-26,2010,24,31,1,2,A,1,0,H,M Jones,11,8,7,2,8,11,3,4,0,1,0,0
58,Wolves_Aston Villa_2010,6,6,2010-09-26,2010,39,1,1,2,A,0,1,A,M Halsey,14,10,12,8,15,19,5,4,1,2,0,0
59,Bolton_Man United_2010,6,6,2010-09-26,2010,5,22,2,2,D,1,1,D,P Dowd,15,12,9,6,16,18,7,12,1,2,0,0
60,Wigan_Wolves_2010,7,7,2010-10-02,2010,38,39,2,0,H,0,0,D,L Mason,24,2,17,0,9,12,3,3,1,2,0,1
61,Birmingham_Everton_2010,7,7,2010-10-02,2010,2,14,0,2,A,0,0,D,P Dowd,6,11,3,6,5,11,6,5,0,0,0,0
62,Stoke_Blackburn_2010,7,7,2010-10-02,2010,31,3,1,0,H,0,0,D,H Webb,18,7,11,4,8,13,8,6,2,3,0,0
63,Sunderland_Man United_2010,7,7,2010-10-02,2010,32,22,0,0,D,0,0,D,C Foy,14,10,8,4,10,6,10,4,1,2,0,0
64,Tottenham_Aston Villa_2010,7,7,2010-10-02,2010,34,1,2,1,H,1,1,D,M Clattenburg,19,13,10,4,12,19,10,4,1,3,0,0
65,West Brom_Bolton_2010,7,7,2010-10-02,2010,36,5,1,1,D,0,0,D,P Walton,17,10,9,5,8,10,7,4,3,2,0,0
66,West Ham_Fulham_2010,7,7,2010-10-02,2010,37,15,1,1,D,0,1,A,A Marriner,12,17,5,5,15,8,2,3,3,1,0,0
67,Man City_Newcastle_2010,7,7,2010-10-03,2010,21,24,2,1,H,1,1,D,M Atkinson,9,8,5,4,11,13,4,4,3,2,0,0
68,Chelsea_Arsenal_2010,7,7,2010-10-03,2010,11,0,2,0,H,1,0,H,M Dean,11,13,6,5,7,12,10,10,1,1,0,0
69,Liverpool_Blackpool_2010,7,7,2010-10-03,2010,20,4,1,2,A,0,2,A,M Jones,19,11,10,7,11,10,5,2,2,1,0,0
70,Arsenal_Birmingham_2010,8,8,2010-10-16,2010,0,2,2,1,H,1,1,D,M Atkinson,18,6,13,4,16,9,7,3,2,2,1,0
71,Aston Villa_Chelsea_2010,8,8,2010-10-16,2010,1,11,0,0,D,0,0,D,L Mason,11,13,5,6,11,11,9,5,4,3,0,0
72,Bolton_Stoke_2010,8,8,2010-10-16,2010,5,31,2,1,H,1,0,H,P Walton,11,8,6,3,10,8,5,6,2,2,1,0
73,Fulham_Tottenham_2010,8,8,2010-10-16,2010,15,34,1,2,A,1,1,D,M Dean,11,14,5,6,9,10,4,11,1,1,0,0
74,Man United_West Brom_2010,8,8,2010-10-16,2010,22,36,2,2,D,2,0,H,M Jones,16,7,9,2,10,7,3,2,1,2,0,0
75,Newcastle_Wigan_2010,8,8,2010-10-16,2010,24,38,2,2,D,0,2,A,M Halsey,9,8,4,4,13,14,6,3,2,1,0,0
76,Wolves_West Ham_2010,8,8,2010-10-16,2010,39,37,1,1,D,1,0,H,M Clattenburg,9,9,5,7,10,8,8,3,0,1,0,0
77,Blackpool_Man City_2010,8,8,2010-10-17,2010,4,21,2,3,A,0,0,D,P Dowd,16,13,5,8,9,9,3,9,0,2,0,0
78,Everton_Liverpool_2010,8,8,2010-10-17,2010,14,20,2,0,H,1,0,H,H Webb,9,15,6,9,10,9,8,7,2,2,0,0
79,Blackburn_Sunderland_2010,8,8,2010-10-18,2010,3,32,0,0,D,0,0,D,L Probert,9,16,3,7,12,11,5,3,2,1,1,0
80,Wigan_Bolton_2010,9,9,2010-10-23,2010,38,5,1,1,D,0,0,D,H Webb,15,9,9,2,8,14,5,0,0,2,0,0
81,West Ham_Newcastle_2010,9,9,2010-10-23,2010,37,24,1,2,A,1,1,D,C Foy,5,13,1,8,12,6,2,6,0,0,0,0
82,West Brom_Fulham_2010,9,9,2010-10-23,2010,36,15,2,1,H,2,1,H,K Friend,14,9,7,3,3,8,7,5,0,0,0,0
83,Birmingham_Blackpool_2010,9,9,2010-10-23,2010,2,4,2,0,H,1,0,H,A Taylor,17,14,8,6,8,16,9,10,1,1,0,0
84,Sunderland_Aston Villa_2010,9,9,2010-10-23,2010,32,1,1,0,H,1,0,H,M Halsey,13,11,6,7,11,13,4,11,1,2,0,0
85,Chelsea_Wolves_2010,9,9,2010-10-23,2010,11,39,2,0,H,1,0,H,L Probert,17,12,10,9,8,8,8,8,1,2,0,0
86,Tottenham_Everton_2010,9,9,2010-10-23,2010,34,14,1,1,D,1,1,D,M Jones,13,7,8,3,15,14,4,4,3,1,0,0
87,Man City_Arsenal_2010,9,9,2010-10-24,2010,21,0,0,3,A,0,1,A,M Clattenburg,9,12,6,8,11,10,6,7,2,4,1,0
88,Liverpool_Blackburn_2010,9,9,2010-10-24,2010,20,3,2,1,H,0,0,D,P Dowd,17,4,10,2,17,12,15,4,2,3,0,0
89,Stoke_Man United_2010,9,9,2010-10-24,2010,31,22,1,2,A,0,1,A,A Marriner,6,12,2,5,6,13,5,6,2,2,0,0
90,Wolves_Man City_2010,10,10,2010-10-30,2010,39,21,2,1,H,1,1,D,M Dean,10,17,6,9,5,14,5,7,1,2,0,0
91,Man United_Tottenham_2010,10,10,2010-10-30,2010,22,34,2,0,H,1,0,H,M Clattenburg,18,11,10,5,12,10,1,4,0,3,0,0
92,Fulham_Wigan_2010,10,10,2010-10-30,2010,15,38,2,0,H,2,0,H,A Marriner,15,8,9,3,7,12,7,1,0,0,0,0
93,Blackburn_Chelsea_2010,10,10,2010-10-30,2010,3,11,1,2,A,1,1,D,P Walton,13,16,6,9,12,14,4,5,2,2,0,0
94,Arsenal_West Ham_2010,10,10,2010-10-30,2010,0,37,1,0,H,0,0,D,M Jones,20,6,13,3,14,18,7,4,2,2,0,0
95,Everton_Stoke_2010,10,10,2010-10-30,2010,14,31,1,0,H,0,0,D,L Probert,18,9,10,1,16,14,6,2,1,1,0,0
96,Aston Villa_Birmingham_2010,10,10,2010-10-31,2010,1,2,0,0,D,0,0,D,H Webb,7,10,3,6,13,11,1,4,2,3,0,0
97,Bolton_Liverpool_2010,10,10,2010-10-31,2010,5,20,0,1,A,0,0,D,M Atkinson,14,10,10,4,15,13,1,4,2,2,0,0
98,Newcastle_Sunderland_2010,10,10,2010-10-31,2010,24,32,5,1,H,3,0,H,P Dowd,16,11,12,5,8,18,8,6,3,6,0,1
99,Blackpool_West Brom_2010,10,10,2010-11-01,2010,4,36,2,1,H,1,0,H,M Oliver,21,12,8,5,16,13,8,2,2,3,0,2
100,Fulham_Aston Villa_2010,11,11,2010-11-06,2010,15,1,1,1,D,0,1,A,P Walton,14,15,10,8,12,4,3,3,1,0,0,0
101,Sunderland_Stoke_2010,11,11,2010-11-06,2010,32,31,2,0,H,1,0,H,M Atkinson,14,11,7,5,10,13,6,9,0,5,0,0
102,Man United_Wolves_2010,11,11,2010-11-06,2010,22,39,2,1,H,1,0,H,P Dowd,14,8,10,6,6,11,3,2,1,0,0,0
103,Blackpool_Everton_2010,11,11,2010-11-06,2010,4,14,2,2,D,1,1,D,A Marriner,11,20,8,14,14,12,3,7,2,1,0,0
104,Blackburn_Wigan_2010,11,11,2010-11-06,2010,3,38,2,1,H,0,0,D,K Friend,10,16,3,10,16,15,3,6,0,2,0,0
105,Birmingham_West Ham_2010,11,11,2010-11-06,2010,2,37,2,2,D,0,0,D,M Oliver,8,16,5,8,12,14,3,4,0,1,0,0
106,Bolton_Tottenham_2010,11,11,2010-11-06,2010,5,34,4,2,H,1,0,H,C Foy,18,11,8,6,13,9,7,6,1,0,0,0
107,Arsenal_Newcastle_2010,11,11,2010-11-07,2010,0,24,0,1,A,0,1,A,M Dean,11,7,8,2,16,12,12,2,3,1,1,0
108,Liverpool_Chelsea_2010,11,11,2010-11-07,2010,20,11,2,0,H,2,0,H,H Webb,9,11,7,7,15,17,2,5,0,2,0,0
109,West Brom_Man City_2010,11,11,2010-11-07,2010,36,21,0,2,A,0,2,A,L Probert,13,9,7,5,15,16,6,1,3,4,1,1
110,Stoke_Birmingham_2010,12,12,2010-11-09,2010,31,2,3,2,H,1,0,H,M Clattenburg,19,14,12,10,6,8,10,4,0,0,0,0
111,Tottenham_Sunderland_2010,12,12,2010-11-09,2010,34,32,1,1,D,0,0,D,H Webb,20,8,12,4,6,15,17,3,2,1,0,0
112,Wigan_Liverpool_2010,12,12,2010-11-10,2010,38,20,1,1,D,0,1,A,P Walton,10,8,8,3,7,10,5,4,0,2,0,0
113,West Ham_West Brom_2010,12,12,2010-11-10,2010,37,36,2,2,D,1,1,D,M Dean,8,14,5,6,13,5,6,7,3,0,0,0
114,Wolves_Arsenal_2010,12,12,2010-11-10,2010,39,0,0,2,A,0,1,A,M Halsey,14,12,7,8,7,14,5,2,1,2,0,0
115,Newcastle_Blackburn_2010,12,12,2010-11-10,2010,24,3,1,2,A,0,1,A,M Jones,9,7,3,5,16,15,4,1,3,4,0,0
116,Man City_Man United_2010,12,12,2010-11-10,2010,21,22,0,0,D,0,0,D,C Foy,6,7,4,4,10,12,8,5,0,2,0,0
117,Everton_Bolton_2010,12,12,2010-11-10,2010,14,5,1,1,D,0,0,D,P Dowd,23,10,12,5,8,12,15,10,0,3,1,0
118,Chelsea_Fulham_2010,12,12,2010-11-10,2010,11,15,1,0,H,1,0,H,M Atkinson,19,5,10,3,14,15,4,4,2,0,1,0
119,Aston Villa_Blackpool_2010,12,12,2010-11-10,2010,1,4,3,2,H,1,1,D,A Taylor,19,12,12,6,7,10,11,8,2,3,0,0
120,Wigan_West Brom_2010,13,13,2010-11-13,2010,38,36,1,0,H,0,0,D,A Taylor,13,12,4,6,13,13,5,5,1,1,0,0
121,West Ham_Blackpool_2010,13,13,2010-11-13,2010,37,4,0,0,D,0,0,D,K Friend,17,16,4,5,7,7,8,7,0,1,0,0
122,Tottenham_Blackburn_2010,13,13,2010-11-13,2010,34,3,4,2,H,2,0,H,A Marriner,20,12,12,8,11,11,12,6,2,2,0,0
123,Wolves_Bolton_2010,13,13,2010-11-13,2010,39,5,2,3,A,0,1,A,P Walton,10,13,6,7,10,10,12,3,1,0,0,0
124,Newcastle_Fulham_2010,13,13,2010-11-13,2010,24,15,0,0,D,0,0,D,L Probert,13,10,7,8,11,19,5,5,2,2,0,0
125,Man City_Birmingham_2010,13,13,2010-11-13,2010,21,2,0,0,D,0,0,D,M Jones,21,5,11,3,15,11,6,4,2,0,0,0
126,Aston Villa_Man United_2010,13,13,2010-11-13,2010,1,22,2,2,D,0,0,D,M Dean,12,16,6,10,11,9,9,7,3,4,0,0
